employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
58402,Luke,Andrews,luke.andrews@hawkins.com,2023-08-04,"Engineer, electronics",Engineering,"$100,762",84483,440 Cooper Drive,South Traciview,FL,36889,1989-12-30,Inactive
57005,Carl,Singh,carl.singh@harris.com,2023-09-04,Company secretary,IT,101153,,247 Christopher Lane Suite 215,Lake Stephenbury,NM,50379,1969-09-13,On Leave
73107,Jason,Suarez,jason.suarez@davis.com,2020-05-13,Academic librarian,IT,117050,42456,38185 Katie Trace Apt. 472,Johnland,WY,89644,1997-06-08,Inactive
86277,Melissa,Warren,melissa.warren@lucero.com,2016-04-20,Police officer,IT,103844,90136,16625 Danielle Inlet Suite 876,South Janestad,FM,35040,1967-06-19,On Leave
73104,Maria,Flowers,maria.flowers@baker.com,2023-06-23,Dentist,Finance,139700,39760,28096 Francisco Spring,North April,VI,53053,1988-05-31,Inactive
71973,William,Gordon,william.gordon,2020-01-14,Fish farm manager,IT,125507,23924,04299 Curtis Curve Suite 012,South Richard,IN,96554,1995-03-09,Inactive
76501,Scott,Young,scott.young@gordon-hicks.org,2027-03-09,Ophthalmologist,Marketing,99819,99928,97841 Abigail Locks Apt. 913,North Amber,NJ,49200,1971-11-16,Active
73776,Amber,Hayes,amber.hayes@becker.com,2025-09-24,"Scientist, research (medical)",IT,"$75,960",19127,9297 Amber Viaduct Apt. 949,Justinchester,MO,43951,2001-03-06,Active
89795,AMy,solomOn,amy.solomon@ali.com,2024-07-08,Physiological scientist,Engineering,78746,32529,73356 Steve Camp Suite 415,Glorialand,VA,22511,2003-12-23,On Leave
77521,Kelly,Rice,kelly.rice@snyder.com,2022-10-02,Animator,Marketing,102601,35964,51741 Hogan Spur Apt. 346,Dennisside,RI,91082,1996-06-12,Inactive
26051,Rhonda,Hudson,rhonda.hudson@mitchell.com,2023-07-26,Architect,Engineering,68273,12264,9498 Lisa Ferry,Allisonshire,IL,91678,1978-10-17,Active
23188,Jennifer,Dennis,jennifer.dennis@lewis.com,2019-08-24,Chief Technology Officer,HR,"$41,201",84710,170 Diana Villages,South Donaldport,WV,07196,1990-10-28,Inactive
75394,Wayne,Smith,wayne.smith,2021-02-20,"Surveyor, hydrographic",Finance,75757,15151,,East Benjaminmouth,MT,84796,1978-06-29,Inactive
69986,Patricia,Fernandez,patricia.fernandez@mason.biz,2024-03-18,Data scientist,Marketing,127697,67353,627 Keith Brook,Michellemouth,MP,39282,1976-01-31,Inactive
41095,Elizabeth,Lane,elizabeth.lane@harris.com,2021-05-13,"Psychologist, occupational",Operations,59056,40518,69103 Daniel Ridges Apt. 358,East Kennethfort,HI,,1969-06-18,On Leave
51853,Alison,Miller,alison.miller,2026-01-10,Television camera operator,Engineering,123430,88847,6130 Peters Islands,Martinezhaven,AL,96274,1970-04-03,Active
14451,Sarah,Gonzalez,sarah.gonzalez@lucero-brewer.net,2019-08-02,Firefighter,OPERaTionS,116044,37739,57744 Austin Trail,Marshalltown,NV,86411,1994-01-04,On Leave
29704,Laura,Walker,laura.walker@meyers-barnes.org,2026-09-18,Systems developer,Operations,75603,74392,933 Copeland Valleys Apt. 256,Susanfurt,TN,34092,1970-10-21,On Leave
91078,Kathryn,Andrews,kathryn.andrews,2024-02-16,Actor,Sales,55736,10362,17716 Bradley Estates Suite 022,Barnesbury,DC,23390,1976-10-11,On Leave
81131,Sean,Caldwell,sean.caldwell,2017-12-25,Ambulance person,Marketing,51085,25687,,Stacymouth,GA,94487,1987-07-31,Active
38357,Amanda,Perkins,amanda.perkins@nichols.info,2023-07-03,Astronomer,Sales,130137,94122,59623 Dan Plaza Apt. 101,Blairport,PA,19302,1983-01-13,Active
26051,Lauren,Reeves,lauren.reeves@fletcher.com,2016-04-02,Furniture conservator/restorer,Engineering,"$51,014",11308,5822 Ryan Road Apt. 333,Lake Laurenmouth,AR,51749,1981-01-18,Inactive
91875,Christopher,Morrison,christopher.morrison@lopez.com,2017-08-15,Corporate treasurer,HR,92710,51720,78979 Morrow Street,North Sharon,TN,96952,1969-04-30,Active
77364,Sean,Davila,sean.davila@gonzales.com,2019-05-22,Sports coach,Marketing,116122,60642,106 Jason Gateway,Riverachester,FM,76883,1980-03-02,Inactive
32529,Raymond,Payne,raymond.payne@oliver-spears.org,2025-10-21,Press sub,Engineering,"$66,506",82852,56178 Malone Pass Suite 670,North Dawntown,NJ,28680,1977-07-03,On Leave
53383,Joseph,Peterson,joseph.peterson@gamble-vargas.com,2019-01-30,"Lecturer, further education",Engineering,136382,82836,186 Stephanie Mountains,Hollandview,KY,60179,2001-12-11,Inactive
10066,Patricia,Brown,patricia.brown@cox.com,2020-12-26,"Pilot, airline",Marketing,81289,77364,543 Booker Extensions Apt. 556,Port Matthew,AR,48646,1998-03-10,Active
50113,Teresa,Lopez,teresa.lopez@terrell.net,2024-03-03,"Teacher, English as a foreign language",Marketing,"$149,242",37086,279 Collin Courts Suite 888,South Christopher,CO,16797,1996-05-16,Inactive
26051,Miranda,Kaufman,miranda.kaufman@cooper-davis.net,2027-02-27,Professor Emeritus,IT,85476,63399,57799 Joshua Cape Suite 220,Kimberlytown,LA,24983,1989-05-16,On Leave
90075,toNYA,eDwArDs,tonya.edwards@black-foster.com,2023-09-13,Paramedic,Finance,"$57,604",42578,78446 Scott Summit,New Emily,NM,74092,1981-12-06,Active
41437,Michael,Wiggins,michael.wiggins@williams-camacho.org,2023-01-08,"Journalist, broadcasting",HR,"$101,591",65470,340 David Way,Reynoldsfurt,HI,,1983-08-01,Active
32516,Eric,Hunter,eric.hunter@welch.com,2017-07-26,Fisheries officer,Marketing,90332,94922,543 Robert Plain,Jamesville,MA,16462,1998-07-29,Active
21816,Sandra,Jensen,sandra.jensen,2018-11-01,"Programmer, systems",Sales,"$47,362",79291,29400 Chelsea Brooks,Jillview,PA,18229,1977-04-27,On Leave
31080,Karen,Mckay,karen.mckay@braun.biz,2016-06-03,Hydrologist,Operations,129585,50159,2256 Benson Fields Apt. 436,East Danny,AR,12308,2002-04-29,Active
74437,Michelle,Kelly,michelle.kelly@thompson.com,2022-06-04,Network engineer,it,74831,75994,,Sawyerside,MI,54845,1985-02-06,Active
34673,Rebecca,Harmon,rebecca.harmon@edwards.com,2020-02-15,Technical brewer,Operations,88331,67197,62722 Joshua Drive,North Meagan,ND,02458,2002-03-17,On Leave
16027,CURTIs,RiVerA,curtis.rivera@holmes-ortiz.com,2021-09-20,Hydrogeologist,Marketing,53145,83661,3978 Catherine Ferry,East Ryan,OR,40578,1971-12-14,Active
87538,JASON,kINg,jason.king@cline.org,2024-06-26,"Teacher, music",Operations,93301,10219,82307 Henry Flats Apt. 042,Melissashire,LA,68480,1966-07-26,On Leave
59470,paTriciA,PaCheCO,patricia.pacheco@nguyen.net,2023-12-11,Archivist,Marketing,"$64,961",18660,94998 Ashley Springs Apt. 552,Fordshire,HI,90236,1967-12-18,Active
40302,Brian,Moss,brian.moss@holmes.com,2019-07-05,Landscape architect,IT,132456,17999,92719 Evans Glen,Debraside,GA,68444,1989-07-01,On Leave
49896,Douglas,Owens,douglas.owens@schroeder.biz,2025-11-14,Brewing technologist,engineeRING,72456,26121,84756 Edward Keys,South Brentton,NH,60645,1998-08-12,Inactive
28554,Olivia,Wilson,olivia.wilson@jones.org,2025-09-08,Transport planner,Finance,"$59,713",84874,362 Mccarthy Trace,Lake Kristy,IL,82250,1975-12-21,Active
41433,Melinda,Mccann,melinda.mccann@lynch-petty.com,2023-06-26,Tourist information centre manager,Marketing,97886,92124,755 John Cove,Bauerland,TN,71759,1992-02-11,On Leave
38279,Adam,Rogers,adam.rogers@holt-ferguson.com,2025-08-05,Financial manager,Operations,149135,16933,8263 Gaines Mountain,South Ann,OH,97045,1975-04-02,On Leave
50042,Richard,Vazquez,richard.vazquez@james.com,2020-10-14,Press sub,Sales,125015,85533,90903 Perkins Landing Suite 288,Caseyside,AK,06338,1973-07-26,Active
32529,Alex,Stewart,alex.stewart@davis.net,2026-04-10,"Embryologist, clinical",Marketing,102881,15127,7308 Samantha Path,Lake Joseph,PR,39111,1972-06-12,Active
92539,Megan,Chapman,megan.chapman@contreras.com,2023-12-24,Broadcast engineer,Engineering,"$142,685",26051,47853 Miller River Suite 496,Sharpborough,RI,55829,1998-07-06,Inactive
63823,Misty,Mccarthy,misty.mccarthy@jordan.com,2017-05-17,Fast food restaurant manager,IT,137514,59470,6700 Sandra Locks Apt. 829,Tinahaven,FL,21698,1994-04-25,On Leave
97072,Jason,Smith,jason.smith@smith.com,2019-06-02,Marketing executive,HR,46391,42882,0478 David Burgs,Sheilaland,NE,40247,1968-11-08,Inactive
38860,Stephen,Pena,stephen.pena@foster-bond.com,2026-05-29,Gaffer,Finance,"$141,052",39170,56911 Joanna Bridge Suite 059,Patrickton,MO,56216,1969-07-14,On Leave
81821,Timothy,Moore,timothy.moore@may-smith.net,2025-10-16,Furniture designer,Engineering,"$100,118",66978,3161 Samantha Mountains,Lake William,AS,,1978-01-19,Inactive
58389,Joseph,Dougherty,joseph.dougherty@preston.biz,2021-04-18,Field seismologist,IT,78769,54990,39115 Ramos Forest,Alexanderville,CO,83693,1972-04-23,On Leave
84483,naNcy,rEyNOLDs,nancy.reynolds@garner-robertson.info,2017-06-04,Professor Emeritus,IT,111132,15869,54577 Justin Greens Suite 522,Ochoamouth,CT,33821,2003-03-24,Inactive
21607,Micheal,Stewart,micheal.stewart@bradley-montgomery.net,2021-10-04,"Therapist, horticultural",Sales,43659,92038,367 Hogan Expressway,East Jamestown,MP,65088,1991-02-02,On Leave
74767,cAMERON,CaRSoN,cameron.carson@liu.org,2020-09-02,Immigration officer,sales,102569,93294,776 Jason Parkways Suite 231,West Leahtown,ME,70865,1996-07-18,Active
63950,Tyler,Lopez,tyler.lopez@lambert.com,2018-06-24,Associate Professor,IT,127871,51190,30094 Keith Flats Suite 081,North Jocelyntown,OR,72823,1980-11-07,On Leave
54539,Anna,Jones,anna.jones@jones.info,2018-08-17,Tourism officer,Finance,73296,31571,36177 Anderson Radial,Jessicastad,ME,66692,1998-12-15,On Leave
84981,Erika,Hill,erika.hill@hudson-jones.net,2022-06-10,Ergonomist,HR,133962,80274,5720 Todd Cliff Apt. 745,Vasquezbury,NC,40679,1989-08-16,Active
94122,Jennifer,Bass,jennifer.bass@sanchez.biz,2023-03-14,"Geneticist, molecular",HR,"$58,962",71287,499 Richard Mission,Patrickville,UT,33571,1971-08-26,On Leave
98272,Mariah,Shepard,mariah.shepard@white-valdez.com,2025-10-13,"Engineer, mining",HR,105181,26392,64221 Angela Shores,West Robertland,MT,01351,1994-01-21,Active
31429,Danielle,Watson,danielle.watson@anderson-fields.com,2026-02-23,Furniture designer,Operations,76461,88041,42549 Anthony Skyway Suite 555,Alexanderborough,AS,77346,1969-07-09,Active
38860,Angela,Ferrell,angela.ferrell,2019-02-06,Maintenance engineer,Sales,137487,62955,,Port Jackie,MS,67965,1978-11-06,On Leave
92007,Whitney,Marquez,whitney.marquez@potter.net,2024-12-10,Barista,Marketing,"$126,739",37739,297 Davenport Squares,Davisland,OR,00655,1976-12-06,Active
79158,DusTIN,WILLis,dustin.willis@long.org,2025-02-24,Meteorologist,Sales,86037,81887,6641 Wright Route Apt. 578,West Amychester,MA,59123,1994-07-24,On Leave
20281,Michael,Harris,michael.harris@galloway.com,2017-08-22,Social worker,Sales,41649,71973,7376 Maynard Village Suite 071,Davishaven,TN,07965,1974-12-21,On Leave
31036,Karen,Turner,karen.turner@hurst-vargas.net,2016-11-06,Phytotherapist,Marketing,94383,28626,514 Richard Rue Apt. 499,Angelaburgh,NM,24638,1974-10-29,Active
44294,Christopher,Love,christopher.love@dunn-jones.net,2020-03-17,Equities trader,HR,108498,29450,1309 Wilkerson Shore,North Lauraberg,NY,45813,1985-10-03,On Leave
63823,Alfred,Mendez,alfred.mendez@hebert.org,2018-01-10,Clinical research associate,Operations,"$114,623",92845,5577 English Drive,East Josetown,GU,22468,2001-05-04,Active
43227,Stephen,Anderson,stephen.anderson@hopkins-howell.com,2020-05-18,Textile designer,Operations,"$110,009",,83637 James Glens Apt. 659,Richmondton,DE,77584,1998-10-07,On Leave
80348,Julia,Mathews,julia.mathews@gomez.info,2017-07-03,Academic librarian,MarKetiNg,90836,62216,021 Timothy Locks,Williamsshire,CO,43162,1970-07-21,Active
80676,Roger,Moore,roger.moore@welch-smith.info,2017-12-30,"Engineer, drilling",Sales,"$86,524",92124,476 Michelle Roads Suite 451,Jenniferview,RI,89563,1980-01-29,On Leave
80308,doNnA,HILl,donna.hill@wilson.org,2016-05-23,Commercial horticulturist,Sales,133407,13648,27006 Crystal Landing Apt. 239,Port Juliestad,WY,47572,1991-03-15,Inactive
99093,Gary,Schwartz,gary.schwartz@wilson-dawson.com,2022-03-30,Midwife,Engineering,95136,19808,8203 Rachel Station Apt. 245,North Isaac,VT,65384,1978-08-03,On Leave
15111,Nathan,Lewis,nathan.lewis@crane.biz,2020-09-20,"Therapist, nutritional",SaLES,55755,31914,839 Laura Landing,East Luis,PR,71273,1997-07-27,Inactive
48189,Jesus,Lewis,jesus.lewis@brown.com,2020-11-06,Building services engineer,Finance,143310,69606,82830 Tara Run,Amandahaven,DC,12134,2002-01-21,On Leave
20216,Victoria,Chapman,victoria.chapman@brown.com,2022-11-14,"Designer, interior/spatial",Engineering,76913,83881,082 Aaron Underpass Suite 925,Aliciafort,GA,22760,1972-08-31,Active
29288,Lacey,Merritt,lacey.merritt@martin-robles.org,2019-08-26,Leisure centre manager,Finance,148524,16509,67196 Paul Ranch Suite 287,South Richard,IN,,1989-02-04,On Leave
96418,Kevin,Russell,kevin.russell@vargas.com,2024-05-18,Sports administrator,OpErAtions,"$89,526",29526,9743 Ashley Drive Apt. 132,Lake Danielfort,RI,22833,1974-12-25,Active
20281,Alexandra,Hall,alexandra.hall@rose.biz,2018-11-27,"Engineer, broadcasting (operations)",Operations,67390,51741,,Hessville,IA,23372,2003-11-01,On Leave
43227,Daniel,Manning,daniel.manning@clark-rogers.com,2017-03-25,"Teacher, early years/pre",HR,94295,41079,084 Lance River Apt. 335,Christiantown,MS,84335,2004-01-05,Inactive
95480,Jennifer,Guzman,jennifer.guzman@mckee-thomas.org,2018-01-06,Industrial/product designer,IT,60485,54472,302 Mccarthy Underpass Apt. 282,East James,NM,45595,2000-04-01,Active
35918,Candice,Morse,candice.morse@cortez.com,2017-09-04,Financial planner,Sales,138797,92665,883 Gina Plains Suite 522,East Theodore,ID,64400,1991-12-29,On Leave
35757,Michelle,Franklin,michelle.franklin,2022-11-05,Paediatric nurse,Finance,82512,66485,4198 Wallace Track,Michelleberg,TX,45337,1976-02-07,On Leave
73138,Kelly,Fields,kelly.fields,2020-11-13,Corporate treasurer,Operations,"$40,403",69793,1718 Reed Manor,Benjaminland,MS,16422,1977-05-30,On Leave
77923,Victor,Jones,victor.jones,2018-04-07,Graphic designer,Operations,136650,81131,3004 Harmon Row Suite 139,Gibbston,VT,,1991-09-24,Active
90262,Debra,Bauer,debra.bauer@fox.net,2016-11-11,Copy,OpERATIonS,"$107,046",10844,041 Bailey Parkway Suite 079,East Jared,IN,81089,1975-03-24,Inactive
49734,Julie,Klein,julie.klein@clark.com,2016-07-11,Plant breeder/geneticist,HR,"$44,388",36218,509 Matthew Alley,Lake Wesley,MD,37552,1968-03-06,On Leave
21306,Hannah,Pitts,hannah.pitts@ferguson-ross.info,2019-12-30,Mental health nurse,opERAtiONs,82000,43352,20382 Stewart Ports,Phamstad,MS,21470,2000-01-05,Inactive
20775,STEPhen,meRCer,stephen.mercer@johnson.com,2024-05-30,Minerals surveyor,Marketing,49844,33759,935 Sean Drive,Lake Elizabeth,WA,43501,1997-05-11,Inactive
31173,Michele,Carter,michele.carter@johnson.com,2019-02-21,"Development worker, community",IT,58480,34173,030 Collins Extensions,Whitneytown,TN,06095,1995-02-01,Inactive
13038,Victoria,Brown,victoria.brown@johnson.com,2020-03-26,Herpetologist,Sales,55554,42336,5686 Joe Village Suite 535,East Jeffreyfort,AZ,59388,1983-10-01,Active
93433,Hailey,Moreno,hailey.moreno@smith.net,2019-05-08,Warden/ranger,Finance,"$131,121",60311,512 Cindy Trafficway Suite 139,Courtneyborough,WY,46125,1972-04-12,Inactive
71864,Margaret,Harrison,margaret.harrison@powell.info,2026-10-12,Scientific laboratory technician,Finance,135122,29450,43033 King Ways,Brownport,MN,36649,1977-05-28,On Leave
99400,Dwayne,Garcia,dwayne.garcia@walsh.com,2018-01-20,Purchasing manager,MARKeTiNg,66477,99400,70740 John Stream,North Johntown,AK,88350,1968-01-22,On Leave
13648,Dale,Trevino,dale.trevino@lewis.info,2020-08-22,Horticultural therapist,fINance,129623,40657,904 Marcus Curve Apt. 000,East Amy,CO,92520,1999-03-30,Inactive
62216,Suzanne,Franklin,suzanne.franklin@ross-cruz.net,2020-03-11,Early years teacher,HR,143980,53653,3060 Amanda Islands Suite 609,Michaelfurt,DE,83191,1976-11-26,On Leave
31177,Kelly,Potts,kelly.potts@ross-grant.com,2025-09-28,Health physicist,HR,95427,93615,036 Underwood Meadows,Waltonberg,AL,85907,1976-11-18,Inactive
98816,Joseph,Rogers,joseph.rogers@miller.com,2016-05-06,Trade mark attorney,sales,132246,84856,8415 Erin Views Suite 533,North Terrihaven,ID,99345,1985-02-23,On Leave
83368,Paul,Torres,paul.torres@gray.net,2024-03-18,Magazine features editor,Marketing,146963,19670,5043 Garner Drives Suite 482,Lake Miguelchester,ID,78369,1972-08-09,Active
87538,Patrick,Lopez,patrick.lopez@schaefer.com,2024-01-28,Electronics engineer,Marketing,63226,31954,8816 Tanner Spur Apt. 016,Leslieburgh,GU,16264,1993-09-22,Inactive
92845,Kimberly,Harper,kimberly.harper@nelson.com,2025-06-27,"Therapist, speech and language",hr,85898,92845,6998 Carter Terrace Apt. 209,East Benjaminshire,NJ,41458,1995-08-28,Active
18473,Cody,Walter,cody.walter@ellis-harris.com,2026-06-20,Economist,Engineering,145556,99491,2306 Stacey Greens Suite 636,Gainesshire,WY,12839,1991-07-22,Inactive
73671,Jacqueline,Flores,jacqueline.flores@alexander.info,2019-12-19,Interpreter,Sales,"$94,399",99113,274 Elizabeth Ports Suite 812,Leeland,AR,54662,1977-03-29,Inactive
45383,Robin,Blanchard,robin.blanchard@ford.com,2023-09-01,"Teacher, adult education",Engineering,64438,52828,57425 Melton Lane Apt. 471,West Jason,TX,61235,1994-01-03,Active
27520,Sean,Villa,sean.villa@wolfe-bradford.com,2026-09-12,Physiological scientist,Sales,"$102,905",84736,76942 Galloway Radial Apt. 867,Port Cathy,FL,81380,1994-09-27,Inactive
49714,LAuRa,priNcE,laura.prince@anderson.com,2018-05-23,Production manager,Operations,107390,30401,801 Scott Drive Suite 097,Port Kaitlinmouth,NH,65051,1999-08-28,Inactive
90663,William,Adkins,william.adkins@herman-watson.biz,2018-11-21,"Surveyor, building",IT,79594,38892,91712 Floyd Knolls,Whiteburgh,MO,38223,1974-01-08,On Leave
30370,Allison,Allison,allison.allison@mullins.info,2022-12-23,Field trials officer,Sales,118042,40657,9963 Crawford Branch Suite 282,West Kristinaland,DE,72382,1977-09-26,Inactive
55623,Jasmine,Harding,jasmine.harding@mitchell.net,2026-06-12,"Engineer, agricultural",Marketing,"$109,866",59253,8165 Peter Knolls,West Taylor,NC,18708,1991-07-29,Active
32516,Lisa,Vasquez,lisa.vasquez@diaz.info,2025-11-11,"Surveyor, building control",IT,128118,20943,4577 Miller Station Apt. 281,Fitzgeraldbury,FM,96456,1972-01-19,Active
41301,David,Wyatt,david.wyatt@jimenez-davis.com,2022-03-06,"Lighting technician, broadcasting/film/video",HR,"$126,311",11082,3641 Schroeder Inlet Apt. 322,Kaylabury,WI,64878,1979-06-18,Inactive
21250,Whitney,Bates,whitney.bates,2019-04-29,"Clinical scientist, histocompatibility and immunogenetics",Sales,54372,62868,,South Robert,IN,59843,1979-11-27,Active
26051,Aaron,Gallagher,aaron.gallagher@case.com,2016-04-24,Rural practice surveyor,SALES,64672,,14401 Joan Wall,Philipville,WA,52629,1980-09-25,On Leave
98196,Amanda,Stewart,amanda.stewart@mays.com,2020-03-19,"Horticulturist, commercial",HR,88068,54691,49564 Middleton Drives Suite 498,Evansville,AS,59486,1994-11-18,Active
68589,Kelsey,Peters,kelsey.peters@martinez.com,2024-01-30,Air traffic controller,Engineering,41072,50661,758 Flores Course Apt. 798,South Feliciaborough,DE,12935,1976-02-03,On Leave
16939,Jacqueline,Graves,jacqueline.graves@gonzalez.com,2025-07-30,Corporate investment banker,Sales,57502,97248,4592 Edward Radial,Brianchester,UT,18842,1999-06-06,Active
41327,Stefanie,Campbell,stefanie.campbell@chen.com,2024-04-26,Risk manager,saLeS,"$88,353",56722,8223 David Spur,West Miguelbury,VI,49069,1981-12-20,Active
15046,Christine,Walker,christine.walker@turner.com,2016-06-14,"Nurse, mental health",Engineering,"$54,466",37086,17312 Shepherd Oval,Port Andrew,WV,01601,1980-07-12,Active
12076,Erica,Mullins,erica.mullins@edwards.info,2020-01-02,Chiropodist,IT,86895,39508,77873 Veronica Harbor,Onealmouth,VA,27392,1997-11-28,On Leave
78629,Veronica,Ortega,veronica.ortega@soto-burton.org,2016-12-18,Airline pilot,Sales,"$117,305",52695,591 Zimmerman Views Suite 760,Patelville,MT,15695,1971-02-04,On Leave
27161,Cindy,Brewer,cindy.brewer@holmes-solomon.com,2019-01-21,Recruitment consultant,IT,104923,67515,8764 Thomas Field,New Jose,PR,70854,1999-06-12,Active
65121,Melissa,Howard,melissa.howard@watkins.org,2018-01-14,Air cabin crew,Engineering,112893,91078,6000 Jennifer Ports Suite 024,Graymouth,MN,80018,1967-11-30,On Leave
32516,Angie,Jefferson,angie.jefferson@snow.com,2024-06-13,Primary school teacher,Marketing,112425,96418,6267 John Plain,West Mark,MH,32990,1991-10-30,On Leave
33511,Janet,Ortiz,janet.ortiz@sweeney-leon.info,2020-07-04,Higher education lecturer,Engineering,81377,19030,37820 Angela Court Suite 746,North Jeffrey,MO,40253,1988-10-07,On Leave
50186,Tamara,Vasquez,tamara.vasquez@sherman-price.net,2024-07-29,Child psychotherapist,Operations,"$77,136",76761,161 Harold Square Apt. 436,Brandytown,IA,58917,1998-03-08,Active
82551,James,Keller,james.keller@alvarez-hubbard.com,2022-04-27,"Psychotherapist, child",Operations,135275,90663,875 Danielle Grove Suite 092,East Cynthia,CT,66686,1993-10-15,On Leave
96734,Jeffrey,Rich,jeffrey.rich@smith.com,2023-09-19,"Scientist, water quality",Operations,"$139,302",,253 Courtney Trail Apt. 326,South Justin,MD,76824,1981-02-08,Inactive
39170,Willie,Johnson,willie.johnson@buck.com,2019-12-16,Insurance account manager,Engineering,75651,34170,74415 Wilson Shoals Apt. 600,Jodyfort,AS,22507,1987-06-16,Active
80308,Grace,Fletcher,grace.fletcher@salinas.info,2023-09-06,Mining engineer,Sales,56697,63185,3322 Weeks Parkway,Beckview,WI,65238,1967-05-11,Inactive
75170,Emily,Taylor,emily.taylor,2020-12-05,Research scientist (medical),ENgIneeriNG,56505,87173,156 Stephanie Rapid Apt. 140,East Damonberg,SD,46295,1996-02-08,Active
26051,Brian,Escobar,brian.escobar@arnold.com,2023-08-09,"Therapist, art",oPeRAtIons,119215,92038,6543 Stephanie Squares Suite 672,Lake Michaelport,AK,03249,1981-07-08,Inactive
58402,Amanda,Vazquez,amanda.vazquez@gonzalez.net,2024-08-12,Research scientist (life sciences),Marketing,"$129,831",95215,04983 Armstrong Vista,New Denise,DE,27412,2003-03-21,On Leave
26691,John,Mitchell,john.mitchell@brown.com,2021-02-02,Landscape architect,Sales,146198,90112,968 Austin Mountain Apt. 472,Elizabethburgh,IN,,1982-11-08,On Leave
44417,Lindsey,Stanton,lindsey.stanton@thomas.info,2019-06-01,"Physicist, medical",eNgIneeRiNg,"$138,718",85810,265 Anderson Bridge,Port Adrianchester,MO,04792,1993-05-15,Inactive
98823,Joseph,Rogers,joseph.rogers@mitchell-carrillo.info,2021-05-30,Stage manager,Engineering,"$55,805",10527,12977 Yvonne Extension,West Josephland,AR,11976,2003-10-17,Active
83640,Scott,Murphy,scott.murphy@baker.net,2023-05-14,"Designer, interior/spatial",HR,"$87,727",84779,36608 Rose Trace Suite 220,Charlesstad,WV,54610,2000-06-07,Inactive
44124,Oscar,Watts,oscar.watts@ramsey-lowery.com,2025-01-08,Audiological scientist,Operations,"$99,480",65470,982 Cody Rapid Apt. 046,Hernandezland,LA,44823,1981-11-10,Inactive
29961,Mark,Hubbard,mark.hubbard@garcia.com,2026-08-15,Facilities manager,Operations,138119,21839,0115 Lindsey Lodge,Daltonfurt,MS,36800,1976-06-13,On Leave
82844,Joseph,Reilly,joseph.reilly@may-fields.com,2024-06-13,Prison officer,Operations,71581,70297,40303 Winters Dale,Melindaland,MI,27959,1985-05-06,Inactive
45355,Michael,Johnson,michael.johnson@spence-fletcher.com,2020-11-10,Corporate investment banker,Marketing,112153,59815,918 Darlene Oval,South Ricky,CT,86288,1985-07-19,Active
71287,Anne,Clark,anne.clark@torres-calderon.com,2021-08-10,IT technical support officer,enGineeriNG,118770,34141,,South Luisport,VT,09991,1967-08-23,Active
68589,Randy,Pearson,randy.pearson@farmer-thompson.info,2021-08-02,Therapeutic radiographer,Operations,135149,16751,6047 Mark Lights Suite 986,Lake Dustin,GU,91009,1968-08-29,On Leave
68796,Kevin,Brown,kevin.brown@knight-sullivan.com,2020-06-18,"Engineer, broadcasting (operations)",Operations,71928,61792,030 Julie Forge Apt. 084,Port Charles,NV,58475,1966-10-15,On Leave
38136,Daniel,Spencer,daniel.spencer@jackson.org,2025-04-14,"Engineer, maintenance (IT)",Marketing,104273,23330,3988 Mark Oval,East Danielbury,UT,53407,1980-06-01,Inactive
97072,Katherine,Hall,katherine.hall@armstrong.biz,2024-03-19,Retail manager,Finance,141430,43368,3042 Breanna Union Suite 387,Adamsstad,PA,30957,2001-04-17,Inactive
62955,Brenda,Bond,brenda.bond,2018-01-03,Hydrographic surveyor,HR,56798,92539,108 Robin Spring,Port Williamport,ME,33335,2003-03-11,Active
27520,Elijah,Cuevas,elijah.cuevas,2018-08-29,Communications engineer,Finance,67365,43352,,Port Nicole,NY,75124,1989-08-03,Active
63150,Katelyn,Santos,katelyn.santos@wells.com,2016-05-21,Prison officer,Finance,87037,60311,269 Pope Keys Suite 697,East Brian,AZ,76639,1998-07-29,Active
90032,Charles,Lawson,charles.lawson,2022-02-14,Health physicist,Engineering,"$138,347",95215,9941 Fletcher Dam Apt. 722,Bennettfort,VI,,1973-12-19,Active
82344,Lee,Patterson,lee.patterson@fletcher-barnes.com,2021-03-09,Hospital doctor,Marketing,102180,20775,312 Mario Ways Suite 702,Grossstad,AZ,19218,1990-03-22,On Leave
29589,Stephanie,Spence,stephanie.spence@miller.com,2019-06-24,Actor,Engineering,81858,15654,03953 Hayden Loop Suite 295,Emilyland,CO,41827,1997-07-14,On Leave
42318,Donald,Dunn,donald.dunn@bryant.com,2025-09-08,Pathologist,Engineering,63050,27529,704 Carpenter Common,Port Joshuaborough,OH,95673,1976-02-26,On Leave
18916,John,Hamilton,john.hamilton@powell-williams.biz,2022-05-23,"Surveyor, building",Engineering,126127,21002,0592 Berry Camp Suite 010,North Danaside,DC,19649,2000-11-09,On Leave
90663,George,Black,george.black@spencer-mitchell.com,2023-07-14,Brewing technologist,Sales,102888,16933,5130 Rangel Common Apt. 285,Younghaven,MP,77366,1982-04-12,Inactive
66485,Jessica,Thompson,jessica.thompson@valdez.com,2020-08-09,Geographical information systems officer,Marketing,94481,,99417 Young Neck,Haleyville,VT,,1991-12-09,Inactive
